order_id,customer_id,salesperson_id,order_date,order_status,payment_method,delivery_region,total_items,total_gross,total_discount,total_net,total_cogs,total_profit,first_name,last_name,customer_region,city,gender,age,salesperson_name,order_year,order_month,order_month_name,order_quarter,order_day_of_week,order_hour,is_weekend,is_returned,is_completed,is_high_value,age_group,order_tier,processed_at
25388,408,10,2023-12-23 16:19:00,Returned,Mobile Money,Ashanti,5,2182.21,76.74,2105.47,1488.01,617.46,Adwoa,Ansah,Greater Accra,Tema,F,27,Adwoa Sarpong,2023,12,December,4,Saturday,16,True,True,False,False,26-35,Large,2026-04-08 09:31:11.149366
25399,433,14,2024-01-07 13:31:00,Returned,Cash,Eastern,1,23.52,0.0,23.52,15.28,8.24,Dela,Mensah,Northern,Savelugu,M,29,Maame Asare,2024,1,January,1,Sunday,13,True,True,False,False,26-35,Micro,2026-04-08 09:31:11.149366
25466,159,2,2023-10-13 07:30:00,Returned,POS Card,Central,8,8615.69,29.49,8586.2,6101.5,2484.7,Adjoa,Appiah,Eastern,Akim Oda,F,38,Abena Mensah,2023,10,October,4,Friday,7,False,True,False,True,36-45,Enterprise,2026-04-08 09:31:11.149366
25484,12,12,2023-06-30 15:30:00,Returned,POS Card,Ashanti,4,1744.56,0.0,1744.56,963.84,780.72,Sena,Asante,Volta,Keta,M,31,Araba Quaye,2023,6,June,2,Friday,15,False,True,False,False,26-35,Large,2026-04-08 09:31:11.149366
25491,461,13,2023-08-07 14:40:00,Returned,Cash,Ashanti,7,1340.81,1.36,1339.45,850.01,489.44,Abla,Boateng,Ashanti,Konongo,F,51,Fiifi Turkson,2023,8,August,3,Monday,14,False,True,False,False,46-55,Large,2026-04-08 09:31:11.149366
25513,242,11,2023-07-19 21:02:00,Returned,POS Card,Central,6,2128.65,26.27,2102.38,1481.57,620.81,Efua,Owusu,Eastern,Akim Oda,F,19,Nana Acheampong,2023,7,July,3,Wednesday,21,False,True,False,False,18-25,Large,2026-04-08 09:31:11.149366
25523,70,4,2024-11-27 08:15:00,Returned,Cash,Ashanti,1,16.51,0.0,16.51,9.82,6.69,Araba,Asante,Ashanti,Konongo,F,54,Akosua Darko,2024,11,November,4,Wednesday,8,False,True,False,False,46-55,Micro,2026-04-08 09:31:11.149366
25529,307,11,2024-06-23 19:53:00,Returned,POS Card,Western,4,1135.64,0.0,1135.64,720.4,415.24,Edem,Mensah,Eastern,Nkawkaw,M,63,Nana Acheampong,2024,6,June,2,Sunday,19,True,True,False,False,55+,Large,2026-04-08 09:31:11.149366
25548,483,8,2024-06-01 13:54:00,Returned,Cash,Eastern,5,3236.65,161.83,3074.82,1968.25,1106.57,Abla,Appiah,Ashanti,Ejisu,F,39,Efua Ansah,2024,6,June,2,Saturday,13,True,True,False,False,36-45,Large,2026-04-08 09:31:11.149366
25577,493,19,2023-02-08 13:33:00,Returned,Bank Transfer,Greater Accra,11,3876.45,0.0,3876.45,2749.64,1126.81,Yoofi,Asante,Northern,Tamale,M,62,Yoofi Agyeman,2023,2,February,1,Wednesday,13,False,True,False,True,55+,Large,2026-04-08 09:31:11.149366
25589,363,10,2024-02-12 19:36:00,Returned,Bank Transfer,Central,3,484.05,48.4,435.65,340.53,95.12,Abla,Asare,Ashanti,Ejisu,F,54,Adwoa Sarpong,2024,2,February,1,Monday,19,False,True,False,False,46-55,Small,2026-04-08 09:31:11.149366
25605,303,9,2024-03-28 07:05:00,Returned,POS Card,Central,5,2202.67,0.0,2202.67,1350.4,852.27,Esi,Agyeman,Central,Mankessim,F,39,Kojo Frimpong,2024,3,March,1,Thursday,7,False,True,False,False,36-45,Large,2026-04-08 09:31:11.149366
25638,499,14,2023-06-19 08:23:00,Returned,Mobile Money,Ashanti,1,70.58,7.06,63.52,44.25,19.27,Kwame,Mensah,Northern,Tamale,M,27,Maame Asare,2023,6,June,2,Monday,8,False,True,False,False,26-35,Micro,2026-04-08 09:31:11.149366
25647,450,13,2024-09-03 18:21:00,Returned,Bank Transfer,Volta,3,321.3,16.07,305.23,203.46,101.77,Esi,Acheampong,Central,Winneba,F,43,Fiifi Turkson,2024,9,September,3,Tuesday,18,False,True,False,False,36-45,Small,2026-04-08 09:31:11.149366
25667,80,8,2024-03-18 18:37:00,Returned,Cash,Eastern,8,781.7,87.49,694.21,562.68,131.53,Selorm,Sarpong,Central,Mankessim,M,22,Efua Ansah,2024,3,March,1,Monday,18,False,True,False,False,18-25,Medium,2026-04-08 09:31:11.149366
25678,397,8,2024-12-04 21:59:00,Returned,POS Card,Northern,11,1776.86,0.0,1776.86,1118.76,658.1,Araba,Amoah,Ashanti,Kumasi,F,32,Efua Ansah,2024,12,December,4,Wednesday,21,False,True,False,False,26-35,Large,2026-04-08 09:31:11.149366
25680,266,11,2024-08-31 17:45:00,Returned,Bank Transfer,Eastern,5,181.1,27.16,153.94,111.6,42.34,Selorm,Boateng,Northern,Savelugu,M,29,Nana Acheampong,2024,8,August,3,Saturday,17,True,True,False,False,26-35,Small,2026-04-08 09:31:11.149366
25704,350,18,2024-02-14 07:51:00,Returned,Cash,Volta,9,3825.15,0.0,3825.15,2632.6,1192.55,Abla,Ofori,Central,Mankessim,F,40,Esi Tetteh,2024,2,February,1,Wednesday,7,False,True,False,True,36-45,Large,2026-04-08 09:31:11.149366
25748,240,10,2024-05-25 19:34:00,Returned,Cash,Western,3,788.19,0.0,788.19,500.67,287.52,Kwabena,Ansah,Eastern,Koforidua,M,27,Adwoa Sarpong,2024,5,May,2,Saturday,19,True,True,False,False,26-35,Medium,2026-04-08 09:31:11.149366
25749,69,1,2023-04-03 12:51:00,Returned,POS Card,Central,9,2069.41,0.0,2069.41,1173.84,895.57,Kwadwo,Amoah,Northern,Tamale,M,39,Kwame Asante,2023,4,April,2,Monday,12,False,True,False,False,36-45,Large,2026-04-08 09:31:11.149366
25751,242,3,2023-12-12 21:02:00,Returned,POS Card,Volta,2,72.44,0.0,72.44,44.64,27.8,Efua,Owusu,Eastern,Akim Oda,F,19,Kofi Boateng,2023,12,December,4,Tuesday,21,False,True,False,False,18-25,Micro,2026-04-08 09:31:11.149366
25761,204,4,2024-07-05 09:51:00,Returned,Cash,Volta,2,714.0,0.0,714.0,500.98,213.02,Kojo,Adjei,Volta,Hohoe,M,45,Akosua Darko,2024,7,July,3,Friday,9,False,True,False,False,36-45,Medium,2026-04-08 09:31:11.149366
25777,83,4,2024-05-10 14:51:00,Returned,Mobile Money,Eastern,4,245.4,0.0,245.4,141.76,103.64,Akosua,Bonsu,Western,Prestea,F,29,Akosua Darko,2024,5,May,2,Friday,14,False,True,False,False,26-35,Small,2026-04-08 09:31:11.149366
25787,443,2,2024-06-04 18:45:00,Returned,POS Card,Ashanti,5,7764.89,744.22,7020.67,4760.83,2259.84,Adwoa,Ansah,Greater Accra,Accra,F,27,Abena Mensah,2024,6,June,2,Tuesday,18,False,True,False,True,26-35,Enterprise,2026-04-08 09:31:11.149366
25805,294,5,2023-03-02 21:22:00,Returned,Credit,Ashanti,4,265.44,13.27,252.17,189.36,62.81,Afia,Bonsu,Eastern,Nkawkaw,F,52,Yaw Amoah,2023,3,March,1,Thursday,21,False,True,False,False,46-55,Small,2026-04-08 09:31:11.149366
25844,361,5,2023-04-27 08:08:00,Returned,Cash,Central,3,37.11,0.0,37.11,24.09,13.02,Akua,Boateng,Eastern,Koforidua,F,63,Yaw Amoah,2023,4,April,2,Thursday,8,False,True,False,False,55+,Micro,2026-04-08 09:31:11.149366
25858,330,12,2023-08-23 12:32:00,Returned,Mobile Money,Volta,4,1744.56,0.0,1744.56,963.84,780.72,Kwadwo,Tetteh,Volta,Aflao,M,45,Araba Quaye,2023,8,August,3,Wednesday,12,False,True,False,False,36-45,Large,2026-04-08 09:31:11.149366
25860,469,1,2024-10-01 07:12:00,Returned,POS Card,Western,7,1870.54,2.47,1868.07,1066.41,801.66,Kojo,Bonsu,Central,Cape Coast,M,26,Kwame Asante,2024,10,October,4,Tuesday,7,False,True,False,False,26-35,Large,2026-04-08 09:31:11.149366
25861,339,2,2023-10-03 11:02:00,Returned,POS Card,Greater Accra,3,1008.93,0.0,1008.93,632.73,376.2,Akosua,Mensah,Greater Accra,Kasoa,F,53,Abena Mensah,2023,10,October,4,Tuesday,11,False,True,False,False,46-55,Large,2026-04-08 09:31:11.149366
25871,469,4,2024-01-17 12:59:00,Returned,Cash,Volta,1,64.97,0.0,64.97,42.0,22.97,Kojo,Bonsu,Central,Cape Coast,M,26,Akosua Darko,2024,1,January,1,Wednesday,12,False,True,False,False,26-35,Micro,2026-04-08 09:31:11.149366
25891,251,9,2024-05-05 11:36:00,Returned,Cash,Northern,8,2527.85,82.74,2445.11,1472.45,972.66,Esi,Turkson,Central,Mankessim,F,48,Kojo Frimpong,2024,5,May,2,Sunday,11,True,True,False,False,46-55,Large,2026-04-08 09:31:11.149366
25922,346,14,2023-03-25 19:05:00,Returned,Bank Transfer,Ashanti,2,25.95,0.0,25.95,15.81,10.14,Edem,Ofori,Northern,Tamale,M,43,Maame Asare,2023,3,March,1,Saturday,19,True,True,False,False,36-45,Micro,2026-04-08 09:31:11.149366
25926,499,18,2024-01-14 10:05:00,Returned,Mobile Money,Volta,5,582.05,58.2,523.85,351.35,172.5,Kwame,Mensah,Northern,Tamale,M,27,Esi Tetteh,2024,1,January,1,Sunday,10,True,True,False,False,26-35,Medium,2026-04-08 09:31:11.149366
25961,83,4,2024-10-24 09:40:00,Returned,Mobile Money,Eastern,4,1020.6,0.0,1020.6,677.48,343.12,Akosua,Bonsu,Western,Prestea,F,29,Akosua Darko,2024,10,October,4,Thursday,9,False,True,False,False,26-35,Large,2026-04-08 09:31:11.149366
25972,22,13,2024-01-31 07:29:00,Returned,Cash,Ashanti,7,414.22,22.39,391.83,248.93,142.9,Ato,Acheampong,Central,Winneba,M,31,Fiifi Turkson,2024,1,January,1,Wednesday,7,False,True,False,False,26-35,Small,2026-04-08 09:31:11.149366
25985,42,7,2023-08-19 11:06:00,Returned,Credit,Central,2,1673.14,0.0,1673.14,1093.94,579.2,Akosua,Darko,Northern,Savelugu,F,56,Kweku Adjei,2023,8,August,3,Saturday,11,True,True,False,False,55+,Large,2026-04-08 09:31:11.149366
26002,328,12,2023-01-15 12:57:00,Returned,Mobile Money,Northern,1,201.15,0.0,201.15,125.02,76.13,Kwadwo,Frimpong,Eastern,Suhum,M,34,Araba Quaye,2023,1,January,1,Sunday,12,True,True,False,False,26-35,Small,2026-04-08 09:31:11.149366
26023,50,12,2024-09-26 11:52:00,Returned,POS Card,Eastern,4,513.66,37.25,476.41,321.66,154.75,Kojo,Owusu,Volta,Ho,M,32,Araba Quaye,2024,9,September,3,Thursday,11,False,True,False,False,26-35,Small,2026-04-08 09:31:11.149366
26051,365,20,2023-07-15 07:35:00,Returned,POS Card,Ashanti,7,313.76,0.0,313.76,202.7,111.06,Dela,Amoah,Ashanti,Obuasi,M,61,Abla Dziedzic,2023,7,July,3,Saturday,7,True,True,False,False,55+,Small,2026-04-08 09:31:11.149366
26063,359,2,2023-01-02 11:24:00,Returned,Bank Transfer,Greater Accra,6,635.2,52.81,582.39,442.32,140.07,Yoofi,Darko,Western,Axim,M,52,Abena Mensah,2023,1,January,1,Monday,11,False,True,False,False,46-55,Medium,2026-04-08 09:31:11.149366
26067,274,6,2023-07-23 07:21:00,Returned,Mobile Money,Western,13,1786.3,67.88,1718.42,1046.35,672.07,Afia,Ansah,Greater Accra,Accra,F,43,Ama Owusu,2023,7,July,3,Sunday,7,True,True,False,False,36-45,Large,2026-04-08 09:31:11.149366
26088,322,6,2024-10-08 10:05:00,Returned,POS Card,Ashanti,6,1043.08,0.0,1043.08,678.96,364.12,Ewurama,Ansah,Northern,Tamale,F,42,Ama Owusu,2024,10,October,4,Tuesday,10,False,True,False,False,36-45,Large,2026-04-08 09:31:11.149366
26100,471,7,2023-04-19 10:31:00,Returned,Credit,Eastern,8,581.84,28.42,553.42,415.02,138.4,Adjoa,Quaye,Eastern,Suhum,F,61,Kweku Adjei,2023,4,April,2,Wednesday,10,False,True,False,False,55+,Medium,2026-04-08 09:31:11.149366
26104,438,7,2023-06-15 19:04:00,Returned,POS Card,Northern,11,1850.18,92.52,1757.66,1103.82,653.84,Esi,Ofori,Greater Accra,Madina,F,28,Kweku Adjei,2023,6,June,2,Thursday,19,False,True,False,False,26-35,Large,2026-04-08 09:31:11.149366
26123,29,18,2024-01-23 19:24:00,Returned,Mobile Money,Ashanti,2,767.44,0.0,767.44,547.18,220.26,Kwame,Ofori,Northern,Yendi,M,30,Esi Tetteh,2024,1,January,1,Tuesday,19,False,True,False,False,26-35,Medium,2026-04-08 09:31:11.149366
26127,303,4,2024-10-28 15:46:00,Returned,Bank Transfer,Greater Accra,4,369.58,0.0,369.58,255.99,113.59,Esi,Agyeman,Central,Mankessim,F,39,Akosua Darko,2024,10,October,4,Monday,15,False,True,False,False,36-45,Small,2026-04-08 09:31:11.149366
26131,58,11,2023-04-29 14:59:00,Returned,Bank Transfer,Volta,5,479.17,17.46,461.71,294.81,166.9,Afua,Ofori,Northern,Savelugu,F,43,Nana Acheampong,2023,4,April,2,Saturday,14,True,True,False,False,36-45,Small,2026-04-08 09:31:11.149366
26169,268,17,2023-12-26 20:20:00,Returned,Credit,Ashanti,2,177.82,0.0,177.82,128.48,49.34,Kojo,Agyeman,Central,Cape Coast,M,59,Kwadwo Appiah,2023,12,December,4,Tuesday,20,False,True,False,False,55+,Small,2026-04-08 09:31:11.149366
26192,278,1,2023-05-01 21:25:00,Returned,Cash,Ashanti,8,2030.78,0.0,2030.78,1265.36,765.42,Akosua,Agyeman,Greater Accra,Accra,F,54,Kwame Asante,2023,5,May,2,Monday,21,False,True,False,False,46-55,Large,2026-04-08 09:31:11.149366
26195,400,17,2023-04-06 18:26:00,Returned,POS Card,Central,6,1525.08,26.61,1498.47,1025.12,473.35,Akua,Boateng,Central,Mankessim,F,36,Kwadwo Appiah,2023,4,April,2,Thursday,18,False,True,False,False,36-45,Large,2026-04-08 09:31:11.149366
26210,84,20,2024-09-03 14:26:00,Returned,Credit,Western,7,1636.25,9.05,1627.2,942.31,684.89,Abla,Asare,Volta,Aflao,F,38,Abla Dziedzic,2024,9,September,3,Tuesday,14,False,True,False,False,36-45,Large,2026-04-08 09:31:11.149366
26224,103,1,2024-11-29 15:46:00,Returned,Mobile Money,Greater Accra,3,1071.0,53.55,1017.45,751.47,265.98,Selorm,Frimpong,Volta,Hohoe,M,59,Kwame Asante,2024,11,November,4,Friday,15,False,True,False,False,55+,Large,2026-04-08 09:31:11.149366
26249,381,1,2023-01-11 16:03:00,Returned,Mobile Money,Northern,8,2092.52,31.6,2060.92,1300.67,760.25,Akua,Amoah,Ashanti,Ejisu,F,53,Kwame Asante,2023,1,January,1,Wednesday,16,False,True,False,False,46-55,Large,2026-04-08 09:31:11.149366
26251,260,8,2023-07-29 10:28:00,Returned,Credit,Greater Accra,8,600.99,0.0,600.99,366.65,234.34,Akua,Asare,Volta,Keta,F,43,Efua Ansah,2023,7,July,3,Saturday,10,True,True,False,False,36-45,Medium,2026-04-08 09:31:11.149366
26268,86,18,2023-03-24 16:34:00,Returned,Cash,Volta,5,67.9,0.0,67.9,38.9,29.0,Fiifi,Tetteh,Ashanti,Konongo,M,39,Esi Tetteh,2023,3,March,1,Friday,16,False,True,False,False,36-45,Micro,2026-04-08 09:31:11.149366
26270,286,2,2023-10-25 15:35:00,Returned,Bank Transfer,Western,4,362.0,36.2,325.8,257.12,68.68,Dela,Ansah,Volta,Ho,M,61,Abena Mensah,2023,10,October,4,Wednesday,15,False,True,False,False,55+,Small,2026-04-08 09:31:11.149366
26278,299,11,2023-06-17 16:22:00,Returned,Cash,Western,7,2400.26,13.58,2386.68,1778.12,608.56,Kweku,Adjei,Northern,Tamale,M,43,Nana Acheampong,2023,6,June,2,Saturday,16,True,True,False,False,36-45,Large,2026-04-08 09:31:11.149366
26288,206,16,2023-01-06 08:10:00,Returned,Mobile Money,Western,3,873.15,0.0,873.15,488.25,384.9,Akosua,Darko,Volta,Aflao,F,58,Akua Bonsu,2023,1,January,1,Friday,8,False,True,False,False,55+,Medium,2026-04-08 09:31:11.149366
26296,16,7,2023-08-26 08:03:00,Returned,POS Card,Central,5,13376.4,0.0,13376.4,9532.5,3843.9,Abla,Boateng,Eastern,Akim Oda,F,34,Kweku Adjei,2023,8,August,3,Saturday,8,True,True,False,True,26-35,Enterprise,2026-04-08 09:31:11.149366
26333,284,1,2024-04-28 19:13:00,Returned,POS Card,Northern,5,2660.95,0.0,2660.95,1981.6,679.35,Ama,Amoah,Volta,Aflao,F,42,Kwame Asante,2024,4,April,2,Sunday,19,True,True,False,False,36-45,Large,2026-04-08 09:31:11.149366
26336,342,7,2024-06-21 08:50:00,Returned,Mobile Money,Central,4,645.4,0.0,645.4,454.04,191.36,Kwabena,Sarpong,Western,Prestea,M,40,Kweku Adjei,2024,6,June,2,Friday,8,False,True,False,False,36-45,Medium,2026-04-08 09:31:11.149366
26345,14,12,2023-08-16 12:53:00,Returned,Bank Transfer,Eastern,6,914.62,0.0,914.62,564.55,350.07,Afia,Agyeman,Eastern,Akim Oda,F,50,Araba Quaye,2023,8,August,3,Wednesday,12,False,True,False,False,46-55,Medium,2026-04-08 09:31:11.149366
26348,234,17,2023-09-02 09:17:00,Returned,Mobile Money,Western,4,831.81,38.27,793.54,555.45,238.09,Ama,Sarpong,Central,Cape Coast,F,55,Kwadwo Appiah,2023,9,September,3,Saturday,9,True,True,False,False,46-55,Medium,2026-04-08 09:31:11.149366
26351,111,7,2024-08-08 16:01:00,Returned,Cash,Central,11,6791.48,0.0,6791.48,4701.85,2089.63,Adwoa,Tetteh,Greater Accra,Madina,F,44,Kweku Adjei,2024,8,August,3,Thursday,16,False,True,False,True,36-45,Enterprise,2026-04-08 09:31:11.149366
26379,72,6,2023-04-28 21:05:00,Returned,Cash,Central,3,199.08,0.0,199.08,142.02,57.06,Kojo,Bonsu,Eastern,Koforidua,M,64,Ama Owusu,2023,4,April,2,Friday,21,False,True,False,False,55+,Small,2026-04-08 09:31:11.149366
26380,279,10,2024-12-29 15:58:00,Returned,Mobile Money,Northern,7,1892.84,0.0,1892.84,1080.91,811.93,Yaw,Tetteh,Volta,Aflao,M,63,Adwoa Sarpong,2024,12,December,4,Sunday,15,True,True,False,False,55+,Large,2026-04-08 09:31:11.149366
26381,496,7,2023-06-02 13:18:00,Returned,POS Card,Northern,8,2834.56,0.0,2834.56,1850.91,983.65,Kwadwo,Darko,Central,Cape Coast,M,49,Kweku Adjei,2023,6,June,2,Friday,13,False,True,False,False,46-55,Large,2026-04-08 09:31:11.149366
26383,449,19,2024-08-26 16:45:00,Returned,Credit,Eastern,6,2944.86,0.0,2944.86,2161.7,783.16,Kofi,Quaye,Volta,Aflao,M,42,Yoofi Agyeman,2024,8,August,3,Monday,16,False,True,False,False,36-45,Large,2026-04-08 09:31:11.149366
26387,376,12,2024-12-21 20:50:00,Returned,Cash,Central,4,1164.2,116.42,1047.78,651.0,396.78,Afia,Amoah,Eastern,Koforidua,F,64,Araba Quaye,2024,12,December,4,Saturday,20,True,True,False,False,55+,Large,2026-04-08 09:31:11.149366
26475,267,17,2024-09-26 12:10:00,Returned,Mobile Money,Western,3,70.56,10.58,59.98,45.84,14.14,Akua,Owusu,Greater Accra,Madina,F,20,Kwadwo Appiah,2024,9,September,3,Thursday,12,False,True,False,False,18-25,Micro,2026-04-08 09:31:11.149366
26496,339,20,2024-08-27 21:57:00,Returned,Mobile Money,Greater Accra,3,1308.42,65.42,1243.0,722.88,520.12,Akosua,Mensah,Greater Accra,Kasoa,F,53,Abla Dziedzic,2024,8,August,3,Tuesday,21,False,True,False,False,46-55,Large,2026-04-08 09:31:11.149366
26527,51,3,2023-04-04 20:41:00,Returned,Credit,Northern,3,353.91,53.09,300.82,229.2,71.62,Sena,Appiah,Western,Axim,M,60,Kofi Boateng,2023,4,April,2,Tuesday,20,False,True,False,False,55+,Small,2026-04-08 09:31:11.149366
26551,184,18,2024-03-24 08:24:00,Returned,Mobile Money,Eastern,5,473.65,0.0,473.65,321.45,152.2,Adjoa,Sarpong,Greater Accra,Accra,F,42,Esi Tetteh,2024,3,March,1,Sunday,8,True,True,False,False,36-45,Small,2026-04-08 09:31:11.149366
26569,278,16,2024-02-09 11:39:00,Returned,POS Card,Volta,2,119.06,11.91,107.15,88.86,18.29,Akosua,Agyeman,Greater Accra,Accra,F,54,Akua Bonsu,2024,2,February,1,Friday,11,False,True,False,False,46-55,Small,2026-04-08 09:31:11.149366
26589,160,19,2024-02-12 12:32:00,Returned,Bank Transfer,Northern,4,745.0,0.0,745.0,466.32,278.68,Akua,Amoah,Northern,Yendi,F,23,Yoofi Agyeman,2024,2,February,1,Monday,12,False,True,False,False,18-25,Medium,2026-04-08 09:31:11.149366
26604,448,10,2024-11-05 14:48:00,Returned,Mobile Money,Ashanti,7,551.36,7.42,543.94,336.87,207.07,Adwoa,Ansah,Volta,Keta,F,62,Adwoa Sarpong,2024,11,November,4,Tuesday,14,False,True,False,False,55+,Medium,2026-04-08 09:31:11.149366
26646,349,6,2024-10-21 17:01:00,Returned,Mobile Money,Western,13,1615.24,0.0,1615.24,1053.92,561.32,Efua,Appiah,Greater Accra,Kasoa,F,58,Ama Owusu,2024,10,October,4,Monday,17,False,True,False,False,55+,Large,2026-04-08 09:31:11.149366
26677,461,8,2024-03-03 15:28:00,Returned,Bank Transfer,Volta,5,1313.65,65.68,1247.97,834.45,413.52,Abla,Boateng,Ashanti,Konongo,F,51,Efua Ansah,2024,3,March,1,Sunday,15,True,True,False,False,46-55,Large,2026-04-08 09:31:11.149366
26734,173,2,2023-08-17 09:38:00,Returned,Credit,Volta,5,1455.25,218.29,1236.96,813.75,423.21,Fiifi,Bonsu,Ashanti,Obuasi,M,50,Abena Mensah,2023,8,August,3,Thursday,9,False,True,False,False,46-55,Large,2026-04-08 09:31:11.149366
26742,269,10,2023-05-01 19:29:00,Returned,Cash,Volta,6,688.8,33.18,655.62,487.19,168.43,Akua,Amoah,Volta,Aflao,F,39,Adwoa Sarpong,2023,5,May,2,Monday,19,False,True,False,False,36-45,Medium,2026-04-08 09:31:11.149366
26744,375,11,2024-08-21 09:47:00,Returned,Cash,Central,2,525.46,26.27,499.19,333.78,165.41,Yoofi,Ansah,Central,Mankessim,M,25,Nana Acheampong,2024,8,August,3,Wednesday,9,False,True,False,False,18-25,Small,2026-04-08 09:31:11.149366
26780,114,3,2024-02-22 12:57:00,Returned,POS Card,Central,1,336.31,0.0,336.31,210.91,125.4,Dela,Owusu,Western,Takoradi,M,32,Kofi Boateng,2024,2,February,1,Thursday,12,False,True,False,False,26-35,Small,2026-04-08 09:31:11.149366
26792,26,8,2024-03-08 08:02:00,Returned,Cash,Western,13,13253.86,0.0,13253.86,9079.02,4174.84,Akosua,Turkson,Ashanti,Ejisu,F,52,Efua Ansah,2024,3,March,1,Friday,8,False,True,False,True,46-55,Enterprise,2026-04-08 09:31:11.149366
26817,442,4,2024-06-26 16:18:00,Returned,Cash,Greater Accra,1,64.97,0.0,64.97,42.0,22.97,Kwabena,Adjei,Ashanti,Konongo,M,60,Akosua Darko,2024,6,June,2,Wednesday,16,False,True,False,False,55+,Micro,2026-04-08 09:31:11.149366
26824,134,5,2023-12-05 17:41:00,Returned,Bank Transfer,Ashanti,3,8025.84,0.0,8025.84,5719.5,2306.34,Adjoa,Sarpong,Volta,Hohoe,F,58,Yaw Amoah,2023,12,December,4,Tuesday,17,False,True,False,True,55+,Enterprise,2026-04-08 09:31:11.149366
26838,33,4,2023-08-18 13:02:00,Returned,Bank Transfer,Western,2,131.55,1.36,130.19,84.18,46.01,Adwoa,Appiah,Western,Prestea,F,27,Akosua Darko,2023,8,August,3,Friday,13,False,True,False,False,26-35,Small,2026-04-08 09:31:11.149366
26869,384,9,2024-01-27 08:27:00,Returned,Credit,Northern,1,66.36,0.0,66.36,47.34,19.02,Afua,Dziedzic,Greater Accra,Achimota,F,26,Kojo Frimpong,2024,1,January,1,Saturday,8,True,True,False,False,26-35,Micro,2026-04-08 09:31:11.149366
26907,221,8,2024-06-03 17:36:00,Returned,Cash,Ashanti,1,357.0,17.85,339.15,250.49,88.66,Kofi,Ansah,Volta,Keta,M,56,Efua Ansah,2024,6,June,2,Monday,17,False,True,False,False,55+,Small,2026-04-08 09:31:11.149366
26928,388,11,2024-04-03 21:07:00,Returned,Cash,Western,6,434.44,7.24,427.2,301.76,125.44,Akosua,Asare,Central,Winneba,F,23,Nana Acheampong,2024,4,April,2,Wednesday,21,False,True,False,False,18-25,Small,2026-04-08 09:31:11.149366
26958,484,11,2023-04-21 10:48:00,Returned,Credit,Greater Accra,7,2227.74,109.04,2118.7,1235.36,883.34,Kwabena,Asante,Greater Accra,Madina,M,54,Nana Acheampong,2023,4,April,2,Friday,10,False,True,False,False,46-55,Large,2026-04-08 09:31:11.149366
26968,237,20,2024-08-22 15:40:00,Returned,Credit,Volta,2,738.32,0.0,738.32,420.14,318.18,Afua,Sarpong,Eastern,Nkawkaw,F,47,Abla Dziedzic,2024,8,August,3,Thursday,15,False,True,False,False,46-55,Medium,2026-04-08 09:31:11.149366
27007,429,12,2023-11-07 13:48:00,Returned,Cash,Eastern,3,37.11,1.86,35.25,24.09,11.16,Kwame,Amoah,Central,Winneba,M,22,Araba Quaye,2023,11,November,4,Tuesday,13,False,True,False,False,18-25,Micro,2026-04-08 09:31:11.149366
27051,477,14,2024-01-21 07:36:00,Returned,POS Card,Greater Accra,5,452.5,0.0,452.5,321.4,131.1,Ato,Asare,Northern,Yendi,M,37,Maame Asare,2024,1,January,1,Sunday,7,True,True,False,False,36-45,Small,2026-04-08 09:31:11.149366
27070,444,2,2024-04-17 08:15:00,Returned,POS Card,Western,8,400.27,0.0,400.27,240.1,160.17,Kwabena,Mensah,Eastern,Koforidua,M,30,Abena Mensah,2024,4,April,2,Wednesday,8,False,True,False,False,26-35,Small,2026-04-08 09:31:11.149366
27087,121,18,2024-12-07 15:07:00,Returned,Mobile Money,Volta,5,306.75,0.0,306.75,177.2,129.55,Kwabena,Acheampong,Northern,Yendi,M,49,Esi Tetteh,2024,12,December,4,Saturday,15,True,True,False,False,46-55,Small,2026-04-08 09:31:11.149366
27118,391,9,2024-08-09 12:14:00,Returned,Cash,Volta,4,1345.24,0.0,1345.24,843.64,501.6,Kojo,Owusu,Greater Accra,Accra,M,28,Kojo Frimpong,2024,8,August,3,Friday,12,False,True,False,False,26-35,Large,2026-04-08 09:31:11.149366
27127,479,9,2023-08-17 18:44:00,Returned,Cash,Volta,4,49.48,0.0,49.48,32.12,17.36,Afia,Asare,Volta,Hohoe,F,32,Kojo Frimpong,2023,8,August,3,Thursday,18,False,True,False,False,26-35,Micro,2026-04-08 09:31:11.149366
27161,386,3,2024-08-18 19:02:00,Returned,POS Card,Eastern,2,714.0,107.1,606.9,500.98,105.92,Kwame,Agyeman,Greater Accra,Accra,M,21,Kofi Boateng,2024,8,August,3,Sunday,19,True,True,False,False,18-25,Medium,2026-04-08 09:31:11.149366
27162,392,9,2024-10-19 12:12:00,Returned,Cash,Volta,3,1071.0,0.0,1071.0,751.47,319.53,Akua,Turkson,Central,Assin Fosu,F,65,Kojo Frimpong,2024,10,October,4,Saturday,12,True,True,False,False,55+,Large,2026-04-08 09:31:11.149366
27220,39,5,2023-07-22 14:41:00,Returned,Mobile Money,Volta,2,141.16,0.0,141.16,88.5,52.66,Fiifi,Dziedzic,Central,Cape Coast,M,50,Yaw Amoah,2023,7,July,3,Saturday,14,True,True,False,False,46-55,Small,2026-04-08 09:31:11.149366
